"Number","Address","Data","Content","Time","AUX",
"","","","Memory Write","","",
"227.0","00.14D4","00D4","debugIOFaultArg","284 ns
567 ns","0000",
"","","","Memory Write","","",
"228.0","00.14D4","1400","debugIOFaultCode","283 ns
283 ns","0000",
"","","","Memory Write","","",
"229.0","00.14D6","00D6","debugIOFaultDriver","8.202652467 s 
8.202652467 s ","0000",
"","","","Memory Write","","",
"231.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","3.490346550 s 
1.166 us
3.490346550 s 
1.166 us","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"232.0","00.14D6","02D6","debugIOFaultDriver","217 ns
417 ns","0000",
"","","","Memory Write","","",
"233.0","00.14D4","1405","debugIOFaultCode","200 ns
200 ns","0000",
"","","","Memory Write","","",
"234.0","00.14D4","00D4","debugIOFaultArg","3.490344967 s 
3.490344967 s ","0000",
"","","","Memory Write","","",
"236.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","1.502301066 s 
1.502301066 s 
1.502301066 s 
1.502301066 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"238.0","00.DEBA","DE50","(void)_asm ("orcc #0x50\n");","204.634350 ms
204.636384 ms
204.634350 ms
204.634350 ms","0000",
"","","","systemFault","","",
"","","","DE50 LDX      TC0 (50)","","",
"","","","OP-CODE Fetch","","",
"240.0","00.D126","D744","ldab    #0x44       ; Select 2**20 divisor and suspend on BDM","8.249551400 s 
8.249551400 s 
2.034 us","0000",
"","","","D7 TSTB     ","","",
"","","","OP-CODE Fetch","","",
"241.0","00.003C","443C","COPCTL","19.224916 ms
19.224916 ms","0000",
"","","","Memory Write","","",
"243.0","00.14D4","3FEC","debugIOFaultArg","0 ns
367 ns
367 ns","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"244.0","00.14D6","42E7","debugIOFaultDriver","0 ns
7.936400 ms
7.936400 ms","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"245.0","00.14D4","01D4","debugIOFaultArg","117 ns
117 ns","0000",
"","","","Memory Write","","",
"246.0","00.14D4","02D4","debugIOFaultArg","166 ns
166 ns","0000",
"","","","Memory Write","","",
"247.0","00.14D4","04D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"248.0","00.14D4","08D4","debugIOFaultArg","150 ns
150 ns","0000",
"","","","Memory Write","","",
"249.0","00.14D4","10D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"250.0","00.14D4","20D4","debugIOFaultArg","166 ns
166 ns","0000",
"","","","Memory Write","","",
"251.0","00.14D4","40D4","debugIOFaultArg","150 ns
150 ns","0000",
"","","","Memory Write","","",
"252.0","00.14D4","80D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"253.0","00.14D4","00D4","debugIOFaultArg","483 ns
2.233 us","0000",
"","","","Memory Write","","",
"254.0","00.14D4","1401","debugIOFaultCode","134 ns
1.750 us","0000",
"","","","Memory Write","","",
